Name,Season,League,Build-up Play Speed,Build-up Play Speed Class,Build-up Play Dribbling,Build-up Play Dribbling Class,Build-up Play Passing,Build-up Passing Class,Build-up Play Positioning Class,Chance Creation Passing,Chance Creation Passing Class,Chance Creation Crossing,Chance Creation Crossing Class,Chance Creation Shooting,Chance Creation Shooting Class,Chance Creation Positioning Class,Defence Pressure,Defence Pressure Class,Defence Aggression,Defence Aggression Class,Defence Team Width,Defence Team Width Class,Defence Defender Line Class
Juventus,2014/2015,Italy Serie A,26,Slow,47,Normal,24,Short,Organised,64,Normal,53,Normal,72,Lots,Organised,23,Deep,67,Double,36,Normal,Cover
Juventus,2015/2016,Italy Serie A,50,Balanced,35,Normal,20,Short,Organised,65,Normal,50,Normal,80,Lots,Organised,35,Medium,65,Press,35,Normal,Cover
Lecce,2010/2011,Italy Serie A,50,Balanced,,Little,50,Mixed,Organised,50,Normal,60,Normal,52,Normal,Organised,30,Deep,55,Press,65,Normal,Cover
Lecce,2011/2012,Italy Serie A,45,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
Frosinone,2015/2016,Italy Serie A,63,Balanced,48,Normal,46,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,55,Medium,57,Press,47,Normal,Cover
Hannover 96,2009/2010,Germany 1. Bundesliga,55,Balanced,,Little,70,Long,Organised,65,Normal,45,Normal,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
Hannover 96,2010/2011,Germany 1. Bundesliga,55,Balanced,,Little,56,Mixed,Organised,55,Normal,43,Normal,53,Normal,Organised,39,Medium,37,Press,53,Normal,Cover
Hannover 96,2011/2012,Germany 1. Bundesliga,65,Balanced,,Little,58,Mixed,Organised,63,Normal,44,Normal,64,Normal,Organised,39,Medium,45,Press,47,Normal,Cover
Hannover 96,2013/2014,Germany 1. Bundesliga,78,Fast,,Little,58,Mixed,Organised,66,Normal,39,Normal,41,Normal,Organised,39,Medium,48,Press,47,Normal,Cover
Hannover 96,2014/2015,Germany 1. Bundesliga,48,Balanced,55,Normal,38,Mixed,Organised,38,Normal,51,Normal,40,Normal,Organised,37,Medium,48,Press,56,Normal,Cover
Hannover 96,2015/2016,Germany 1. Bundesliga,48,Balanced,55,Normal,41,Mixed,Organised,38,Normal,51,Normal,40,Normal,Organised,35,Medium,50,Press,61,Normal,Cover
1. FSV Mainz 05,2009/2010,Germany 1. Bundesliga,45,Balanced,,Little,40,Mixed,Organised,45,Normal,70,Lots,70,Lots,Organised,50,Medium,70,Double,50,Normal,Cover
1. FSV Mainz 05,2010/2011,Germany 1. Bundesliga,65,Balanced,,Little,50,Mixed,Organised,59,Normal,62,Normal,53,Normal,Organised,57,Medium,53,Press,43,Normal,Cover
1. FSV Mainz 05,2011/2012,Germany 1. Bundesliga,68,Fast,,Little,57,Mixed,Organised,55,Normal,39,Normal,60,Normal,Organised,52,Medium,65,Press,53,Normal,Cover
1. FSV Mainz 05,2013/2014,Germany 1. Bundesliga,66,Balanced,,Little,52,Mixed,Organised,55,Normal,37,Normal,56,Normal,Organised,48,Medium,65,Press,53,Normal,Cover
1. FSV Mainz 05,2014/2015,Germany 1. Bundesliga,67,Fast,54,Normal,57,Mixed,Organised,55,Normal,38,Normal,44,Normal,Organised,53,Medium,60,Press,52,Normal,Cover
1. FSV Mainz 05,2015/2016,Germany 1. Bundesliga,60,Balanced,43,Normal,53,Mixed,Organised,49,Normal,40,Normal,44,Normal,Organised,55,Medium,62,Press,47,Normal,Cover
Atlético Madrid,2009/2010,Spain LIGA BBVA,64,Balanced,,Little,30,Short,Free Form,65,Normal,50,Normal,70,Lots,Free Form,70,High,34,Press,55,Normal,Offside Trap
Atlético Madrid,2010/2011,Spain LIGA BBVA,57,Balanced,,Little,54,Mixed,Organised,58,Normal,69,Lots,79,Lots,Organised,58,Medium,48,Press,54,Normal,Cover
Atlético Madrid,2011/2012,Spain LIGA BBVA,47,Balanced,,Little,51,Mixed,Organised,67,Risky,63,Normal,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover
Atlético Madrid,2013/2014,Spain LIGA BBVA,47,Balanced,,Little,51,Mixed,Organised,70,Risky,65,Normal,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover
Atlético Madrid,2014/2015,Spain LIGA BBVA,47,Balanced,52,Normal,51,Mixed,Organised,67,Risky,67,Lots,54,Normal,Organised,52,Medium,37,Press,55,Normal,Cover
Atlético Madrid,2015/2016,Spain LIGA BBVA,57,Balanced,50,Normal,50,Mixed,Organised,61,Normal,62,Normal,49,Normal,Organised,49,Medium,42,Press,52,Normal,Cover
FC Utrecht,2009/2010,Netherlands Eredivisie,45,Balanced,,Little,45,Mixed,Organised,33,Safe,50,Normal,67,Lots,Organised,30,Deep,30,Contain,30,Narrow,Cover
FC Utrecht,2010/2011,Netherlands Eredivisie,66,Balanced,,Little,45,Mixed,Organised,41,Normal,69,Lots,72,Lots,Organised,34,Medium,57,Press,34,Normal,Offside Trap
FC Utrecht,2011/2012,Netherlands Eredivisie,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
FC Utrecht,2013/2014,Netherlands Eredivisie,47,Balanced,,Little,52,Mixed,Organised,52,Normal,54,Normal,60,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
FC Utrecht,2014/2015,Netherlands Eredivisie,50,Balanced,50,Normal,52,Mixed,Organised,55,Normal,49,Normal,52,Normal,Organised,45,Medium,49,Press,47,Normal,Cover
FC Utrecht,2015/2016,Netherlands Eredivisie,50,Balanced,39,Normal,54,Mixed,Organised,55,Normal,64,Normal,28,Little,Organised,54,Medium,58,Press,47,Normal,Cover
RC Celta de Vigo,2013/2014,Spain LIGA BBVA,53,Balanced,,Little,62,Mixed,Organised,59,Normal,68,Lots,52,Normal,Free Form,42,Medium,52,Press,68,Wide,Cover
RC Celta de Vigo,2014/2015,Spain LIGA BBVA,53,Balanced,54,Normal,62,Mixed,Organised,59,Normal,68,Lots,52,Normal,Organised,42,Medium,52,Press,65,Normal,Cover
RC Celta de Vigo,2015/2016,Spain LIGA BBVA,55,Balanced,59,Normal,38,Mixed,Organised,41,Normal,48,Normal,50,Normal,Free Form,55,Medium,55,Press,59,Normal,Cover
VfL Bochum,2009/2010,Germany 1. Bundesliga,50,Balanced,,Little,65,Mixed,Organised,55,Normal,45,Normal,50,Normal,Organised,40,Medium,60,Press,40,Normal,Cover
Celtic,2009/2010,Scotland Premier League,70,Fast,,Little,70,Long,Organised,65,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
Celtic,2010/2011,Scotland Premier League,54,Balanced,,Little,52,Mixed,Organised,52,Normal,67,Lots,51,Normal,Organised,46,Medium,46,Press,67,Wide,Cover
Celtic,2011/2012,Scotland Premier League,70,Fast,,Little,58,Mixed,Organised,54,Normal,58,Normal,60,Normal,Organised,50,Medium,50,Press,60,Normal,Cover
Celtic,2013/2014,Scotland Premier League,50,Balanced,,Little,53,Mixed,Organised,57,Normal,58,Normal,60,Normal,Free Form,55,Medium,51,Press,60,Normal,Cover
Celtic,2014/2015,Scotland Premier League,70,Fast,52,Normal,58,Mixed,Organised,55,Normal,61,Normal,62,Normal,Organised,51,Medium,54,Press,60,Normal,Cover
Celtic,2015/2016,Scotland Premier League,54,Balanced,49,Normal,53,Mixed,Organised,51,Normal,51,Normal,62,Normal,Organised,58,Medium,55,Press,56,Normal,Cover
Motherwell,2009/2010,Scotland Premier League,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,65,Normal,Organised,60,Medium,70,Double,70,Wide,Cover
Motherwell,2010/2011,Scotland Premier League,48,Balanced,,Little,49,Mixed,Organised,52,Normal,52,Normal,48,Normal,Organised,47,Medium,46,Press,48,Normal,Cover
Motherwell,2011/2012,Scotland Premier League,70,Fast,,Little,55,Mixed,Organised,40,Normal,46,Normal,60,Normal,Organised,38,Medium,42,Press,62,Normal,Cover
Motherwell,2013/2014,Scotland Premier League,67,Fast,,Little,54,Mixed,Organised,49,Normal,47,Normal,58,Normal,Organised,39,Medium,43,Press,64,Normal,Cover
Motherwell,2014/2015,Scotland Premier League,70,Fast,47,Normal,55,Mixed,Organised,42,Normal,47,Normal,60,Normal,Organised,41,Medium,43,Press,62,Normal,Cover
Motherwell,2015/2016,Scotland Premier League,64,Balanced,46,Normal,55,Mixed,Organised,44,Normal,45,Normal,27,Little,Organised,37,Medium,44,Press,51,Normal,Cover
FC Aarau,2009/2010,Switzerland Super League,60,Balanced,,Little,50,Mixed,Organised,60,Normal,65,Normal,55,Normal,Organised,50,Medium,55,Press,45,Normal,Cover
FC Aarau,2014/2015,Switzerland Super League,52,Balanced,48,Normal,56,Mixed,Organised,54,Normal,63,Normal,64,Normal,Organised,47,Medium,44,Press,54,Normal,Cover
FC Basel,2009/2010,Switzerland Super League,40,Balanced,,Little,45,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,60,Medium,60,Press,60,Normal,Cover
FC Basel,2010/2011,Switzerland Super League,46,Balanced,,Little,40,Mixed,Organised,51,Normal,54,Normal,49,Normal,Organised,38,Medium,53,Press,55,Normal,Cover
FC Basel,2011/2012,Switzerland Super League,61,Balanced,,Little,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover
FC Basel,2013/2014,Switzerland Super League,61,Balanced,,Little,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover
FC Basel,2014/2015,Switzerland Super League,61,Balanced,63,Normal,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover
FC Basel,2015/2016,Switzerland Super League,61,Balanced,63,Normal,46,Mixed,Organised,66,Normal,66,Normal,54,Normal,Organised,47,Medium,58,Press,53,Normal,Cover
Dundee United,2009/2010,Scotland Premier League,70,Fast,,Little,70,Long,Organised,65,Normal,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
Dundee United,2010/2011,Scotland Premier League,68,Fast,,Little,53,Mixed,Organised,67,Risky,53,Normal,67,Lots,Organised,57,Medium,57,Press,63,Normal,Cover
Dundee United,2011/2012,Scotland Premier League,60,Balanced,,Little,60,Mixed,Organised,50,Normal,50,Normal,35,Normal,Organised,40,Medium,38,Press,52,Normal,Cover
Dundee United,2013/2014,Scotland Premier League,53,Balanced,,Little,52,Mixed,Organised,55,Normal,53,Normal,42,Normal,Organised,41,Medium,41,Press,52,Normal,Cover
Dundee United,2014/2015,Scotland Premier League,60,Balanced,51,Normal,60,Mixed,Organised,52,Normal,55,Normal,38,Normal,Organised,41,Medium,40,Press,52,Normal,Cover
Dundee United,2015/2016,Scotland Premier League,60,Balanced,58,Normal,53,Mixed,Organised,55,Normal,49,Normal,45,Normal,Organised,48,Medium,42,Press,53,Normal,Cover
Toulouse FC,2009/2010,France Ligue 1,35,Balanced,,Little,70,Long,Organised,45,Normal,70,Lots,35,Normal,Organised,30,Deep,45,Press,30,Narrow,Cover
Toulouse FC,2010/2011,France Ligue 1,65,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,65,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
Toulouse FC,2011/2012,France Ligue 1,49,Balanced,,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover
Toulouse FC,2013/2014,France Ligue 1,49,Balanced,,Little,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover
Toulouse FC,2014/2015,France Ligue 1,49,Balanced,56,Normal,53,Mixed,Organised,52,Normal,34,Normal,57,Normal,Organised,36,Medium,52,Press,49,Normal,Cover
Toulouse FC,2015/2016,France Ligue 1,49,Balanced,56,Normal,53,Mixed,Organised,52,Normal,34,Normal,36,Normal,Organised,36,Medium,45,Press,49,Normal,Cover
Grasshopper Club Zürich,2009/2010,Switzerland Super League,30,Slow,,Little,50,Mixed,Organised,55,Normal,70,Lots,55,Normal,Organised,40,Medium,60,Press,60,Normal,Cover
Grasshopper Club Zürich,2010/2011,Switzerland Super League,67,Fast,,Little,53,Mixed,Organised,55,Normal,66,Normal,63,Normal,Organised,43,Medium,48,Press,62,Normal,Cover
Grasshopper Club Zürich,2011/2012,Switzerland Super League,50,Balanced,,Little,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
Grasshopper Club Zürich,2013/2014,Switzerland Super League,50,Balanced,,Little,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
Grasshopper Club Zürich,2014/2015,Switzerland Super League,50,Balanced,60,Normal,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
Grasshopper Club Zürich,2015/2016,Switzerland Super League,50,Balanced,60,Normal,54,Mixed,Organised,52,Normal,54,Normal,46,Normal,Organised,36,Medium,43,Press,47,Normal,Cover
Bari,2009/2010,Italy Serie A,30,Slow,,Little,30,Short,Free Form,30,Safe,40,Normal,65,Normal,Organised,40,Medium,30,Contain,45,Normal,Offside Trap
Bari,2010/2011,Italy Serie A,65,Balanced,,Little,35,Mixed,Free Form,65,Normal,63,Normal,65,Normal,Organised,55,Medium,45,Press,60,Normal,Offside Trap
KSV Cercle Brugge,2009/2010,Belgium Jupiler League,45,Balanced,,Little,35,Mixed,Organised,70,Risky,45,Normal,55,Normal,Organised,65,Medium,60,Press,70,Wide,Cover
KSV Cercle Brugge,2010/2011,Belgium Jupiler League,50,Balanced,,Little,50,Mixed,Free Form,70,Risky,65,Normal,65,Normal,Organised,60,Medium,50,Press,70,Wide,Cover
KSV Cercle Brugge,2011/2012,Belgium Jupiler League,68,Fast,,Little,54,Mixed,Organised,55,Normal,68,Lots,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover
KSV Cercle Brugge,2014/2015,Belgium Jupiler League,53,Balanced,49,Normal,43,Mixed,Organised,52,Normal,58,Normal,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover
Standard de Liège,2009/2010,Belgium Jupiler League,53,Balanced,,Little,40,Mixed,Organised,55,Normal,55,Normal,65,Normal,Organised,70,High,70,Double,65,Normal,Cover
Standard de Liège,2010/2011,Belgium Jupiler League,68,Fast,,Little,66,Mixed,Organised,53,Normal,66,Normal,63,Normal,Free Form,59,Medium,47,Press,66,Normal,Cover
Standard de Liège,2011/2012,Belgium Jupiler League,75,Fast,,Little,70,Long,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,60,Press,52,Normal,Cover
Standard de Liège,2014/2015,Belgium Jupiler League,54,Balanced,45,Normal,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,54,Press,52,Normal,Cover
Standard de Liège,2015/2016,Belgium Jupiler League,54,Balanced,45,Normal,62,Mixed,Organised,55,Normal,58,Normal,60,Normal,Organised,45,Medium,54,Press,52,Normal,Cover
Sporting Charleroi,2009/2010,Belgium Jupiler League,40,Balanced,,Little,50,Mixed,Organised,45,Normal,43,Normal,60,Normal,Organised,70,High,70,Double,70,Wide,Cover
Sporting Charleroi,2010/2011,Belgium Jupiler League,47,Balanced,,Little,36,Mixed,Organised,34,Normal,33,Little,53,Normal,Organised,49,Medium,58,Press,48,Normal,Cover
Sporting Charleroi,2014/2015,Belgium Jupiler League,60,Balanced,47,Normal,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,42,Medium,48,Press,49,Normal,Cover
Sporting Charleroi,2015/2016,Belgium Jupiler League,60,Balanced,47,Normal,53,Mixed,Organised,48,Normal,50,Normal,48,Normal,Organised,39,Medium,48,Press,49,Normal,Cover
KRC Genk,2009/2010,Belgium Jupiler League,45,Balanced,,Little,45,Mixed,Organised,50,Normal,35,Normal,60,Normal,Organised,70,High,65,Press,70,Wide,Cover
KRC Genk,2010/2011,Belgium Jupiler League,66,Balanced,,Little,52,Mixed,Organised,65,Normal,66,Normal,51,Normal,Organised,48,Medium,47,Press,54,Normal,Offside Trap
KRC Genk,2011/2012,Belgium Jupiler League,53,Balanced,,Little,55,Mixed,Organised,55,Normal,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
KRC Genk,2014/2015,Belgium Jupiler League,58,Balanced,52,Normal,38,Mixed,Organised,67,Risky,48,Normal,56,Normal,Organised,47,Medium,45,Press,55,Normal,Cover
KRC Genk,2015/2016,Belgium Jupiler League,58,Balanced,52,Normal,38,Mixed,Organised,30,Safe,69,Lots,56,Normal,Organised,36,Medium,57,Press,70,Wide,Cover
Lierse SK,2010/2011,Belgium Jupiler League,48,Balanced,,Little,65,Mixed,Organised,55,Normal,45,Normal,50,Normal,Organised,46,Medium,48,Press,45,Normal,Cover
Lierse SK,2011/2012,Belgium Jupiler League,69,Fast,,Little,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,45,Medium,49,Press,65,Normal,Cover
Lierse SK,2013/2014,Belgium Jupiler League,69,Fast,,Little,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Free Form,38,Medium,49,Press,65,Normal,Cover
Lierse SK,2014/2015,Belgium Jupiler League,69,Fast,44,Normal,58,Mixed,Organised,56,Normal,52,Normal,61,Normal,Organised,38,Medium,49,Press,65,Normal,Cover
KAA Gent,2009/2010,Belgium Jupiler League,70,Fast,,Little,65,Mixed,Organised,60,Normal,50,Normal,60,Normal,Organised,45,Medium,50,Press,40,Normal,Cover
KAA Gent,2010/2011,Belgium Jupiler League,55,Balanced,,Little,55,Mixed,Organised,54,Normal,74,Lots,56,Normal,Organised,61,Medium,39,Press,38,Normal,Cover
KAA Gent,2011/2012,Belgium Jupiler League,50,Balanced,,Little,47,Mixed,Organised,55,Normal,66,Normal,47,Normal,Organised,48,Medium,45,Press,52,Normal,Cover
KAA Gent,2013/2014,Belgium Jupiler League,50,Balanced,,Little,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Free Form,50,Medium,53,Press,40,Normal,Cover
KAA Gent,2014/2015,Belgium Jupiler League,50,Balanced,55,Normal,37,Mixed,Organised,28,Safe,66,Normal,34,Normal,Organised,55,Medium,59,Press,52,Normal,Cover
KAA Gent,2015/2016,Belgium Jupiler League,50,Balanced,55,Normal,37,Mixed,Organised,42,Normal,66,Normal,34,Normal,Organised,49,Medium,54,Press,52,Normal,Cover
Beerschot AC,2009/2010,Belgium Jupiler League,35,Balanced,,Little,35,Mixed,Organised,45,Normal,40,Normal,50,Normal,Organised,70,High,70,Double,70,Wide,Cover
Beerschot AC,2010/2011,Belgium Jupiler League,47,Balanced,,Little,37,Mixed,Organised,54,Normal,64,Normal,67,Lots,Organised,33,Deep,34,Press,48,Normal,Offside Trap
Beerschot AC,2011/2012,Belgium Jupiler League,55,Balanced,,Little,55,Mixed,Organised,47,Normal,46,Normal,49,Normal,Organised,45,Medium,46,Press,50,Normal,Cover
Sporting Lokeren,2009/2010,Belgium Jupiler League,60,Balanced,,Little,60,Mixed,Organised,50,Normal,40,Normal,50,Normal,Organised,65,Medium,65,Press,70,Wide,Cover
Sporting Lokeren,2010/2011,Belgium Jupiler League,66,Balanced,,Little,53,Mixed,Organised,48,Normal,46,Normal,52,Normal,Organised,48,Medium,58,Press,55,Normal,Cover
Sporting Lokeren,2011/2012,Belgium Jupiler League,67,Fast,,Little,52,Mixed,Organised,51,Normal,50,Normal,50,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
Sporting Lokeren,2014/2015,Belgium Jupiler League,62,Balanced,45,Normal,52,Mixed,Organised,42,Normal,50,Normal,62,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
Sporting Lokeren,2015/2016,Belgium Jupiler League,62,Balanced,45,Normal,52,Mixed,Organised,42,Normal,50,Normal,62,Normal,Organised,45,Medium,52,Press,52,Normal,Cover
Sint-Truidense VV,2009/2010,Belgium Jupiler League,50,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,50,Medium,50,Press,50,Normal,Cover
Sint-Truidense VV,2010/2011,Belgium Jupiler League,53,Balanced,,Little,53,Mixed,Organised,48,Normal,52,Normal,53,Normal,Organised,46,Medium,46,Press,46,Normal,Cover
Sint-Truidense VV,2011/2012,Belgium Jupiler League,52,Balanced,,Little,55,Mixed,Organised,52,Normal,55,Normal,47,Normal,Organised,32,Deep,40,Press,41,Normal,Cover
RAEC Mons,2011/2012,Belgium Jupiler League,50,Balanced,,Little,50,Mixed,Organised,55,Normal,48,Normal,46,Normal,Organised,46,Medium,45,Press,47,Normal,Cover
KSV Roeselare,2009/2010,Belgium Jupiler League,65,Balanced,,Little,60,Mixed,Organised,50,Normal,35,Normal,40,Normal,Organised,65,Medium,70,Double,70,Wide,Cover
SV Zulte-Waregem,2009/2010,Belgium Jupiler League,65,Balanced,,Little,60,Mixed,Organised,60,Normal,40,Normal,50,Normal,Organised,70,High,60,Press,70,Wide,Cover
SV Zulte-Waregem,2010/2011,Belgium Jupiler League,52,Balanced,,Little,52,Mixed,Organised,52,Normal,48,Normal,53,Normal,Organised,46,Medium,48,Press,53,Normal,Cover
SV Zulte-Waregem,2011/2012,Belgium Jupiler League,54,Balanced,,Little,51,Mixed,Organised,47,Normal,52,Normal,50,Normal,Organised,44,Medium,55,Press,53,Normal,Cover
SV Zulte-Waregem,2014/2015,Belgium Jupiler League,54,Balanced,42,Normal,51,Mixed,Organised,47,Normal,52,Normal,32,Little,Organised,44,Medium,58,Press,37,Normal,Cover
SV Zulte-Waregem,2015/2016,Belgium Jupiler League,54,Balanced,42,Normal,51,Mixed,Organised,47,Normal,52,Normal,32,Little,Organised,44,Medium,58,Press,37,Normal,Cover
KVC Westerlo,2009/2010,Belgium Jupiler League,45,Balanced,,Little,60,Mixed,Organised,40,Normal,45,Normal,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
KVC Westerlo,2010/2011,Belgium Jupiler League,34,Balanced,,Little,52,Mixed,Free Form,66,Normal,48,Normal,53,Normal,Organised,48,Medium,59,Press,67,Wide,Cover
KVC Westerlo,2011/2012,Belgium Jupiler League,52,Balanced,,Little,50,Mixed,Organised,59,Normal,60,Normal,32,Little,Organised,48,Medium,45,Press,53,Normal,Cover
KVC Westerlo,2015/2016,Belgium Jupiler League,52,Balanced,46,Normal,50,Mixed,Organised,57,Normal,55,Normal,32,Little,Organised,48,Medium,45,Press,53,Normal,Cover
Swansea City,2011/2012,England Premier League,26,Slow,,Little,24,Short,Organised,62,Normal,39,Normal,57,Normal,Free Form,48,Medium,58,Press,60,Normal,Cover
Swansea City,2013/2014,England Premier League,41,Balanced,,Little,39,Mixed,Organised,36,Normal,42,Normal,44,Normal,Free Form,52,Medium,58,Press,57,Normal,Cover
Swansea City,2014/2015,England Premier League,63,Balanced,34,Normal,34,Mixed,Organised,34,Normal,51,Normal,36,Normal,Free Form,51,Medium,58,Press,54,Normal,Cover
Swansea City,2015/2016,England Premier League,45,Balanced,44,Normal,42,Mixed,Organised,34,Normal,36,Normal,55,Normal,Free Form,31,Deep,47,Press,42,Normal,Cover
Parma,2009/2010,Italy Serie A,30,Slow,,Little,30,Short,Free Form,40,Normal,60,Normal,70,Lots,Free Form,45,Medium,30,Contain,70,Wide,Offside Trap
Parma,2010/2011,Italy Serie A,50,Balanced,,Little,30,Short,Organised,48,Normal,55,Normal,65,Normal,Organised,45,Medium,47,Press,50,Normal,Cover
Parma,2011/2012,Italy Serie A,45,Balanced,,Little,35,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,50,Normal,Offside Trap
Parma,2013/2014,Italy Serie A,48,Balanced,,Little,33,Short,Organised,46,Normal,62,Normal,45,Normal,Organised,39,Medium,43,Press,46,Normal,Cover
Parma,2014/2015,Italy Serie A,48,Balanced,71,Lots,33,Short,Organised,69,Risky,62,Normal,45,Normal,Organised,54,Medium,66,Press,46,Normal,Offside Trap
Queens Park Rangers,2011/2012,England Premier League,57,Balanced,,Little,58,Mixed,Organised,60,Normal,48,Normal,48,Normal,Organised,42,Medium,51,Press,44,Normal,Cover
Queens Park Rangers,2014/2015,England Premier League,52,Balanced,36,Normal,53,Mixed,Organised,53,Normal,54,Normal,54,Normal,Organised,50,Medium,44,Press,54,Normal,Cover
FC Sion,2009/2010,Switzerland Super League,35,Balanced,,Little,60,Mixed,Organised,50,Normal,60,Normal,60,Normal,Organised,35,Medium,40,Press,45,Normal,Offside Trap
FC Sion,2010/2011,Switzerland Super League,47,Balanced,,Little,56,Mixed,Organised,67,Risky,56,Normal,54,Normal,Organised,41,Medium,43,Press,39,Normal,Cover
FC Sion,2011/2012,Switzerland Super League,61,Balanced,,Little,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,43,Press,54,Normal,Cover
FC Sion,2013/2014,Switzerland Super League,61,Balanced,,Little,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,43,Press,54,Normal,Cover
FC Sion,2014/2015,Switzerland Super League,61,Balanced,57,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover
FC Sion,2015/2016,Switzerland Super League,61,Balanced,57,Normal,37,Mixed,Organised,62,Normal,50,Normal,53,Normal,Organised,45,Medium,47,Press,54,Normal,Cover
FC Schalke 04,2009/2010,Germany 1. Bundesliga,65,Balanced,,Little,55,Mixed,Organised,55,Normal,70,Lots,70,Lots,Organised,70,High,45,Press,70,Wide,Cover
FC Schalke 04,2010/2011,Germany 1. Bundesliga,63,Balanced,,Little,57,Mixed,Organised,55,Normal,70,Lots,62,Normal,Organised,37,Medium,67,Double,38,Normal,Cover
FC Schalke 04,2011/2012,Germany 1. Bundesliga,50,Balanced,,Little,36,Mixed,Organised,59,Normal,52,Normal,56,Normal,Organised,43,Medium,44,Press,53,Normal,Cover
FC Schalke 04,2013/2014,Germany 1. Bundesliga,60,Balanced,,Little,47,Mixed,Organised,62,Normal,54,Normal,52,Normal,Organised,45,Medium,58,Press,42,Normal,Cover
FC Schalke 04,2014/2015,Germany 1. Bundesliga,39,Balanced,54,Normal,45,Mixed,Organised,42,Normal,56,Normal,41,Normal,Organised,51,Medium,51,Press,40,Normal,Cover
FC Schalke 04,2015/2016,Germany 1. Bundesliga,58,Balanced,43,Normal,42,Mixed,Organised,64,Normal,61,Normal,37,Normal,Organised,55,Medium,59,Press,56,Normal,Cover
FC St. Gallen,2009/2010,Switzerland Super League,35,Balanced,,Little,60,Mixed,Organised,35,Normal,55,Normal,55,Normal,Organised,50,Medium,55,Press,50,Normal,Cover
FC St. Gallen,2010/2011,Switzerland Super League,47,Balanced,,Little,55,Mixed,Organised,47,Normal,54,Normal,56,Normal,Organised,49,Medium,55,Press,48,Normal,Cover
FC St. Gallen,2013/2014,Switzerland Super League,52,Balanced,,Little,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,41,Press,52,Normal,Cover
FC St. Gallen,2014/2015,Switzerland Super League,52,Balanced,46,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,41,Press,52,Normal,Cover
FC St. Gallen,2015/2016,Switzerland Super League,52,Balanced,46,Normal,48,Mixed,Organised,39,Normal,39,Normal,37,Normal,Organised,40,Medium,36,Press,52,Normal,Cover
FC Thun,2010/2011,Switzerland Super League,51,Balanced,,Little,39,Mixed,Organised,54,Normal,46,Normal,31,Little,Organised,37,Medium,34,Press,46,Normal,Cover
FC Thun,2011/2012,Switzerland Super League,58,Balanced,,Little,35,Mixed,Organised,67,Risky,32,Little,66,Normal,Organised,47,Medium,45,Press,53,Normal,Cover
